"DateTime","Depth","PHY_TCHLA"
2015-04-07,9.2,4.5903
2015-04-13,0.1,1.0038
2015-04-13,1,1.944
2015-04-13,2,2.4717
2015-04-13,3,2.0273
2015-04-13,4,2.9041
2015-04-13,5,6.1931
2015-04-13,6,5.8796
2015-04-13,7,4.1102
2015-04-13,8,4.3601
2015-04-13,9,3.1144
2015-04-13,9.2,2.9795
2015-04-16,3,27.093
2015-04-16,4,26.9621
2015-04-19,0.1,2.4598
2015-04-19,1,2.5748
2015-04-19,2,4.6934
2015-04-19,3,8.3592
2015-04-19,4,9.0218
2015-04-19,5,6.3637
2015-04-19,6,2.6383
2015-04-19,7,1.6981
2015-04-19,8,1.3648
2015-04-19,9,1.0474
2015-04-19,9.2,1.0474
2015-04-21,0.1,1.0633
2015-04-21,1,2.6582
2015-04-21,2,4.3562
2015-04-21,3,6.4271
2015-04-21,4,5.6297
2015-04-21,5,7.6292
2015-04-21,6,3.7412
2015-04-21,7,2.4003
2015-04-21,8,1.7576
2015-04-21,9,1.4322
2015-04-21,9.2,1.3767
2015-04-25,0.1,2.3487
2015-04-25,1,3.2056
2015-04-25,2,4.0626
2015-04-25,3,6.8596
2015-04-25,4,6.8437
2015-04-25,5,5.9153
2015-04-25,6,3.1937
2015-04-25,7,2.1781
2015-04-25,8,2.3646
2015-04-25,9,1.8052
2015-04-25,9.2,1.9877
2015-04-28,0.1,0.6586
2015-04-28,1,0.7261
2015-04-28,2,1.9202
2015-04-28,3,3.2572
2015-04-28,4,4.9433
2015-04-28,5,5.8598
2015-04-28,6,4.737
2015-04-28,7,3.1461
2015-04-28,8,1.5473
2015-04-28,9,1.4084
2015-04-28,9.2,1.5235
2015-05-01,0.1,2.4598
2015-05-01,1,2.9359
2015-05-01,2,3.2136
2015-05-01,3,3.9039
2015-05-01,4,6.0066
2015-05-01,5,7.8435
2015-05-01,6,6.1256
2015-05-01,7,2.5828
2015-05-01,8,2.1781
2015-05-01,9,1.7576
2015-05-01,9.2,1.5632
2015-05-05,0.1,0.7221
2015-05-05,1,0.7856
2015-05-05,2,1.1069
2015-05-05,3,3.2771
2015-05-05,4,4.987
2015-05-05,5,5.9312
2015-05-05,6,4.3363
2015-05-05,7,3.2215
2015-05-05,8,2.7692
2015-05-05,9,2.5629
2015-05-05,9.2,2.8168
2015-05-07,0.1,1.8964
2015-05-07,1,2.6542
2015-05-07,2,2.067
2015-05-07,3,4.7093
2015-05-07,4,7.1809
2015-05-07,5,8.633
2015-05-07,6,5.1536
2015-05-07,7,4.7886
2015-05-07,8,4.6696
2015-05-07,9,4.6101
2015-05-07,9.2,4.8442
2015-05-11,0.1,0.6864
2015-05-11,1,0.9125
2015-05-11,2,1.3688
2015-05-11,3,1.706
2015-05-11,4,5.9907
2015-05-11,5,10.212
2015-05-11,6,5.6257
2015-05-11,7,6.2486
2015-05-11,8,5.7447
2015-05-11,9,5.7209
2015-05-11,9.2,5.8717
2015-05-14,0.1,2.9041
2015-05-14,1,3.0827
2015-05-14,2,2.3725
2015-05-14,3,2.2495
2015-05-14,4,6.9429
2015-05-14,5,10.2159
2015-05-14,6,7.8752
2015-05-14,7,7.8831
2015-05-14,8,7.6173
2015-05-14,9,7.1849
2015-05-14,9.2,7.9268
2015-05-18,0.1,0.6983
2015-05-18,1,1.0752
2015-05-18,2,1.8409
2015-05-18,3,2.0194
2015-05-18,4,6.5025
2015-05-18,5,9.3511
2015-05-18,6,8.2362
2015-05-18,7,8.4346
2015-05-18,8,8.0696
2015-05-18,9,8.2997
2015-05-18,9.2,7.4824
2015-05-21,0.1,2.1464
2015-05-21,1,2.2059
2015-05-21,2,2.5629
2015-05-21,3,2.6939
2015-05-21,4,7.4309
2015-05-21,5,9.6566
2015-05-21,6,8.3077
2015-05-21,7,8.4941
2015-05-21,8,7.6848
2015-05-21,9,7.7324
2015-05-21,9.2,7.9268
2015-05-25,0.1,1.2616
2015-05-25,1,1.4362
2015-05-25,2,2.4003
2015-05-25,3,2.1067
2015-05-25,4,4.3641
2015-05-25,5,7.6253
2015-05-25,6,7.1968
2015-05-25,7,6.9984
2015-05-25,8,6.8754
2015-05-25,9,7.1413
2015-05-25,9.2,7.3634
2015-05-28,0.1,0.9006
2015-05-28,1,1.2775
2015-05-28,2,2.555
2015-05-28,3,2.4241
2015-05-28,4,4.253
2015-05-28,5,7.6372
2015-05-28,6,6.9111
2015-05-28,7,6.7088
2015-05-28,8,6.5382
2015-05-28,9,6.3557
2015-05-28,9.2,6.3557
2015-06-08,0.1,1.3331
2015-06-08,1,2.1702
2015-06-08,2,3.2096
2015-06-08,3,7.4388
2015-06-08,4,8.4187
2015-06-08,5,3.6381
2015-06-08,6,2.2971
2015-06-08,7,1.9877
2015-06-08,8,1.5037
2015-06-08,9,0.9363
2015-06-08,9.2,0.7499
2015-06-11,0.1,1.0672
2015-06-11,1,1.7536
2015-06-11,2,3.527
2015-06-11,3,4.7727
2015-06-11,4,18.0316
2015-06-11,5,7.6332
2015-06-11,6,3.9198
2015-06-11,7,4.1657
2015-06-11,8,3.8404
2015-06-11,9,2.7613
2015-06-11,9.2,3.0271
2015-06-15,0.1,0.6467
2015-06-15,1,1.5949
2015-06-15,2,4.737
2015-06-15,3,6.2724
2015-06-15,4,28.2872
2015-06-15,5,6.0304
2015-06-15,6,5.229
2015-06-15,7,5.9749
2015-06-15,8,4.9671
2015-06-15,9,3.8722
2015-06-15,9.2,4.4197
2015-06-22,0.1,1.3251
2015-06-22,1,2.0988
2015-06-22,2,11.3506
2015-06-22,3,11.7196
2015-06-22,5,10.3191
2015-06-22,6,7.046
2015-06-22,7,6.9707
2015-06-22,8,6.7128
2015-06-22,9,6.2684
2015-06-22,9.2,5.352
2015-06-23,0.1,1.3489
2015-06-23,1,2.1107
2015-06-23,2,3.2056
2015-06-23,3,26.1528
2015-06-23,4,13.3184
2015-06-23,5,11.426
2015-06-23,6,8.0656
2015-06-23,7,4.2649
2015-06-23,8,4.1856
2015-06-23,9,2.5867
2015-06-23,9.2,2.1821
2015-06-29,0.1,2.0273
2015-06-29,1,2.1583
2015-06-29,2,2.8526
2015-06-29,3,6.0185
2015-06-29,4,33.1789
2015-06-29,5,13.6596
2015-06-29,6,9.5098
2015-06-29,7,8.7163
2015-06-29,8,8.0696
2015-06-29,9,5.959
2015-06-29,9.2,5.8439
2015-07-02,0.1,1.4679
2015-07-02,1,1.9559
2015-07-02,2,3.5032
2015-07-02,3,6.201
2015-07-02,4,127.8914
2015-07-02,5,4.0586
2015-07-02,6,2.801
2015-07-02,7,2.8407
2015-07-02,8,2.9914
2015-07-02,9,2.0869
2015-07-02,9.2,1.9758
2015-07-06,0.1,2.551
2015-07-06,1,2.801
2015-07-06,2,6.082
2015-07-06,3,48.3778
2015-07-06,4,5.9074
2015-07-06,5,3.3128
2015-07-06,6,1.214
2015-07-06,7,0.6824
2015-07-06,8,0.6348
2015-07-06,9,0.6586
2015-07-06,9.2,0.6983
2015-07-09,0.1,1.583
2015-07-09,1,2.4598
2015-07-09,2,2.9755
2015-07-09,3,6.2605
2015-07-09,4,6.4589
2015-07-09,5,1.7457
2015-07-09,6,0.5991
2015-07-09,7,0.4444
2015-07-09,8,0.3968
2015-07-09,9,0.4364
2015-07-09,9.2,0.3769
2015-07-13,0.1,2.0353
2015-07-13,1,3.4278
2015-07-13,2,2.1027
2015-07-13,3,109.0465
2015-07-13,4,1.9837
2015-07-13,5,1.2696
2015-07-13,6,0.5317
2015-07-13,7,0.3214
2015-07-13,8,0.2738
2015-07-13,9,0.3254
2015-07-13,9.2,0.2896
2015-07-16,0.1,3.4119
2015-07-16,1,4.8957
2015-07-16,2,3.4754
2015-07-16,3,6.562
2015-07-16,4,8.1291
2015-07-16,5,1.5275
2015-07-16,6,0.3293
2015-07-16,7,0.4206
2015-07-16,8,0.3254
2015-07-16,9,0.3412
2015-07-16,9.2,0.3412
2015-07-20,0.1,2.5391
2015-07-20,1,3.8246
2015-07-20,2,4.3006
2015-07-20,3,6.6453
2015-07-20,4,6.6771
2015-07-20,5,2.551
2015-07-20,6,1.0791
2015-07-20,7,1.0276
2015-07-20,8,0.8133
2015-07-20,9,0.9522
2015-07-20,9.2,0.9919
2015-07-23,0.1,2.0789
2015-07-23,1,2.4757
2015-07-23,2,2.1583
2015-07-23,3,2.6582
2015-07-23,4,12.4535
2015-07-23,5,2.4241
2015-07-23,6,1.4084
2015-07-23,7,1.583
2015-07-23,8,1.2855
2015-07-23,9,1.3251
2015-07-23,9.2,1.1268
2015-07-27,0.1,2.2495
2015-07-27,1,2.1107
2015-07-27,2,2.3844
2015-07-27,3,3.7016
2015-07-27,4,7.657
2015-07-27,5,6.4113
2015-07-27,6,1.8687
2015-07-27,7,1.9163
2015-07-27,8,1.6504
2015-07-27,9,1.6544
2015-07-27,9.2,1.5156
2015-07-30,0.1,3.9396
2015-07-30,1,4.4633
2015-07-30,2,4.6379
2015-07-30,3,5.471
2015-07-30,4,7.5182
2015-07-30,5,3.4992
2015-07-30,6,1.0911
2015-07-30,7,1.0712
2015-07-30,8,1.0712
2015-07-30,9,0.9482
2015-07-30,9.2,0.9443
2015-08-03,0.1,2.2813
2015-08-03,1,2.7256
2015-08-03,2,3.0549
2015-08-03,3,8.6131
2015-08-03,4,12.1917
2015-08-03,5,2.8962
2015-08-03,6,1.3727
2015-08-03,7,1.1783
2015-08-03,8,1.2855
2015-08-03,9,1.2696
2015-08-03,9.2,1.1664
2015-08-08,0.1,6.0977
2015-08-08,1,6.6972
2015-08-08,2,8.1424
2015-08-08,3,17.0594
2015-08-08,4,15.3795
2015-08-08,5,3.5503
2015-08-08,6,1.3324
2015-08-08,7,1.2457
2015-08-08,8,1.2724
2015-08-08,9,1.1749
2015-08-08,9.2,1.1749
2015-08-31,0.1,8.4108
2015-08-31,1,8.4108
2015-08-31,2,9.3644
2015-08-31,3,14.0031
2015-08-31,4,19.2997
2015-08-31,5,3.6432
2015-08-31,6,1.5286
2015-08-31,7,0.6726
2015-08-31,8,0.6434
2015-08-31,9,0.6823
2015-08-31,9.2,0.6533
2015-09-07,0.1,6.8798
2015-09-07,1,6.8603
2015-09-07,2,10.0146
2015-09-07,3,20.6769
2015-09-07,4,22.3699
2015-09-07,5,4.3324
2015-09-07,6,1.9343
2015-09-07,7,0.8201
2015-09-07,8,0.7939
2015-09-07,9,0.7847
2015-09-07,9.2,0.7852
2015-09-14,0.1,5.8992
2015-09-14,1,6.1057
2015-09-14,2,8.9778
2015-09-14,3,9.9814
2015-09-14,4,11.136
2015-09-14,5,16.1632
2015-09-14,6,2.6626
2015-09-14,7,0.6168
2015-09-14,8,0.623
2015-09-14,9,0.613
2015-09-14,9.2,0.6172
2015-09-21,0.1,7.1858
2015-09-21,1,6.8493
2015-09-21,2,7.7944
2015-09-21,3,8.062
2015-09-21,4,11.03
2015-09-21,5,8.7484
2015-09-21,6,3.5402
2015-09-21,7,1.0978
2015-09-21,8,1.0429
2015-09-21,9,1.0091
2015-09-21,9.2,1.0889
2015-09-28,0.1,0.017
2015-09-28,1,8.1277
2015-09-28,2,9.8839
2015-09-28,3,8.7164
2015-09-28,4,4.6819
2015-09-28,5,2.9747
2015-09-28,6,6.8831
2015-09-28,7,0.8088
2015-09-28,8,0.7668
2015-09-28,9,0.7501
2015-09-28,9.2,0.7512
2015-10-05,0.1,2.4399
2015-10-05,1,2.3087
2015-10-05,2,3.1589
2015-10-05,3,3.7679
2015-10-05,4,4.1141
2015-10-05,5,3.8499
2015-10-05,6,3.5097
2015-10-05,7,3.0435
2015-10-05,8,2.5933
2015-10-05,9,2.0945
2015-10-05,9.2,2.1003
2015-10-19,0.1,0.6739
2015-10-19,1,0.6743
2015-10-19,2,0.9454
2015-10-19,3,1.4284
2015-10-19,4,1.4903
2015-10-19,5,1.5441
2015-10-19,6,1.6772
2015-10-19,7,1.857
2015-10-19,8,1.8514
2015-10-19,9,1.7935
2015-10-19,9.2,1.8078
2015-10-23,0.1,1.639
2015-10-23,1,2.2265
2015-10-23,2,2.8249
2015-10-23,3,2.7734
2015-10-23,4,3.0562
2015-10-23,5,2.808
2015-10-23,6,2.3532
2015-10-23,7,2.2802
2015-10-23,8,2.4298
2015-10-23,9,2.4869
2015-10-23,9.2,2.4459
2015-12-07,0.1,1.9975
2015-12-07,1,2.3872
2015-12-07,2,3.5089
2015-12-07,3,3.7387
2015-12-07,4,4.5092
2015-12-07,5,5.0877
2015-12-07,6,4.7544
2015-12-07,7,5.1405
2015-12-07,8,4.5849
2015-12-07,9,4.9617
2015-12-07,9.2,4.9642
2016-05-12,0.1,1.4921
2016-05-12,1,1.6916
2016-05-12,2,1.9939
2016-05-12,3,3.0916
2016-05-12,4,3.8047
2016-05-12,5,4.6869
2016-05-12,6,3.2304
2016-05-16,0.1,0.5223
2016-05-16,1,0.7761
2016-05-16,2,1.3224
2016-05-16,3,1.5062
2016-05-16,4,6.1985
2016-05-16,5,7.1488
2016-05-16,6,4.8108
2016-05-19,0.1,1.6972
2016-05-19,1,1.9897
2016-05-19,2,2.2751
2016-05-19,3,5.1653
2016-05-19,4,5.7059
2016-05-19,5,5.7195
2016-05-23,0.1,1.1352
2016-05-23,1,1.3653
2016-05-23,2,1.4507
2016-05-23,3,1.9424
2016-05-23,4,5.223
2016-05-23,5,6.1877
2016-05-23,6,4.3575
2016-05-26,0.1,0.9458
2016-05-26,1,0.9799
2016-05-26,2,1.0613
2016-05-26,3,1.6608
2016-05-26,4,3.0413
2016-05-29,0.1,2.3874
2016-05-29,1,2.5197
2016-05-29,2,1.7672
2016-05-29,3,1.8029
2016-05-29,4,3.0001
2016-05-29,5,4.0394
2016-05-30,0.1,1.0872
2016-05-30,1,2.3628
2016-05-30,2,1.9019
2016-05-30,3,1.8468
2016-05-30,4,2.8074
2016-05-30,5,3.0161
2016-05-31,0.1,1.484
2016-05-31,1,1.5609
2016-05-31,2,2.0806
2016-05-31,3,2.1549
2016-05-31,4,2.7885
2016-05-31,5,2.8436
2016-05-31,6,2.9833
2016-06-01,0.1,2.6023
2016-06-01,1,2.8392
2016-06-01,2,2.5588
2016-06-01,3,2.5575
2016-06-01,4,3.5999
2016-06-01,5,3.3539
2016-06-01,6,3.4716
2016-06-02,0.1,1.5351
2016-06-02,1,1.7332
2016-06-02,2,2.3239
2016-06-02,3,2.1406
2016-06-02,4,3.0449
2016-06-02,5,3.3557
2016-06-02,6,3.2717
2016-06-03,0.1,2.1944
2016-06-03,1,2.0123
2016-06-03,2,2.7546
2016-06-03,3,2.9589
2016-06-03,4,3.6312
2016-06-03,5,3.8815
2016-06-06,0.1,1.3515
2016-06-06,1,1.7178
2016-06-06,2,2.6834
2016-06-06,3,3.7343
2016-06-06,4,3.6508
2016-06-06,5,3.3171
2016-06-06,6,2.3704
2016-06-07,0.1,0.8579
2016-06-07,1,1.3284
2016-06-07,2,2.0836
2016-06-07,3,3.2007
2016-06-07,4,3.6399
2016-06-07,5,3.4394
2016-06-08,0.1,1.6522
2016-06-08,1,2.6212
2016-06-08,2,3.6179
2016-06-08,3,3.4069
2016-06-08,4,4.2069
2016-06-08,5,3.1621
2016-06-09,0.1,2.047
2016-06-09,1,1.8856
2016-06-09,2,2.9813
2016-06-09,3,3.9463
2016-06-09,4,4.4431
2016-06-09,5,3.8292
2016-06-09,6,2.5408
2016-06-13,0.1,1.1124
2016-06-13,1,1.5957
2016-06-13,2,2.5619
2016-06-13,3,3.5928
2016-06-13,4,5.737
2016-06-13,5,4.8382
2016-06-13,6,2.4959
2016-06-20,0.1,1.5726
2016-06-20,1,1.6471
2016-06-20,2,2.6752
2016-06-20,3,4.0635
2016-06-20,4,14.4524
2016-06-20,5,5.4571
2016-06-20,6,3.2692
2016-06-20,8,2.0931
2016-06-20,9,2.064
2016-06-20,9.2,2.064
2016-06-23,0.1,4.2377
2016-06-23,1,4.3883
2016-06-23,2,4.1986
2016-06-23,3,4.6062
2016-06-23,4,9.8123
2016-06-23,5,10.2966
2016-06-23,6,4.1591
2016-06-26,0.1,2.9413
2016-06-26,1,3.2106
2016-06-26,2,3.6626
2016-06-26,3,5.3787
2016-06-26,4,10.1002
2016-06-26,5,7.7128
2016-06-26,6,2.5522
2016-06-27,0.1,3.0818
2016-06-27,1,3.9727
2016-06-27,2,4.8689
2016-06-27,3,6.3352
2016-06-27,4,11.2095
2016-06-27,5,7.3169
2016-06-27,6,5.8394
2016-06-27,7,1.9233
2016-06-27,8,1.916
2016-06-27,9,1.9159
2016-06-27,9.2,2.1236
2016-06-28,0.1,3.7652
2016-06-28,1,2.4311
2016-06-28,2,4.4341
2016-06-28,3,4.737
2016-06-28,4,5.8428
2016-06-28,5,6.121
2016-06-28,6,5.3188
2016-06-28,7,2.5253
2016-06-28,8,2.3106
2016-06-28,9,2.3668
2016-06-28,9.2,2.2287
2016-06-30,0.1,2.4364
2016-06-30,1,3.4203
2016-06-30,2,3.4871
2016-06-30,3,5.2674
2016-06-30,4,7.1918
2016-06-30,5,5.0469
2016-06-30,6,3.0487
2016-06-30,7,2.128
2016-06-30,8,2.0602
2016-06-30,9,2.0119
2016-06-30,9.2,1.9797
2016-07-05,0.1,5.0834
2016-07-05,1,5.0981
2016-07-05,2,5.4864
2016-07-05,3,6.9002
2016-07-05,4,7.1423
2016-07-05,5,4.1771
2016-07-05,6,1.9548
2016-07-05,7,1.435
2016-07-05,8,1.3801
2016-07-05,9,1.3567
2016-07-05,9.2,1.3999
2016-07-07,0.1,3.7311
2016-07-07,1,3.683
2016-07-07,2,5.4525
2016-07-07,3,8.3368
2016-07-07,4,6.6772
2016-07-07,5,5.5906
2016-07-07,6,2.8387
2016-07-07,7,2.0064
2016-07-07,8,1.974
2016-07-07,9,1.9311
2016-07-07,9.2,1.9097
2016-07-11,0.1,2.0076
2016-07-11,1,2.2233
2016-07-11,2,3.4885
2016-07-11,3,8.1476
2016-07-11,4,6.0132
2016-07-11,5,6.2357
2016-07-11,6,3.8136
2016-07-11,7,2.2067
2016-07-11,8,2.1629
2016-07-11,9,2.0504
2016-07-11,9.2,2.2066
2016-07-14,0.1,1.8467
2016-07-14,1,1.9388
2016-07-14,2,2.8202
2016-07-14,3,7.9028
2016-07-14,4,6.5113
2016-07-14,5,7.2275
2016-07-14,6,3.3083
2016-07-14,7,1.9554
2016-07-14,8,1.924
2016-07-14,9,1.8546
2016-07-14,9.2,1.8681
2016-07-18,0.1,1.4988
2016-07-18,1,1.465
2016-07-18,2,2.6588
2016-07-18,3,7.5204
2016-07-18,4,7.244
2016-07-18,5,6.435
2016-07-18,6,5.309
2016-07-18,7,3.4608
2016-07-18,8,2.5523
2016-07-18,9,3.6076
2016-07-18,9.2,2.6608
2016-07-21,0.1,1.2416
2016-07-21,1,1.0511
2016-07-21,2,1.7012
2016-07-21,3,5.1466
2016-07-21,4,5.1192
2016-07-21,5,4.4691
2016-07-21,6,4.5433
2016-07-21,7,3.8145
2016-07-21,8,3.8876
2016-07-21,9,3.6084
2016-07-21,9.2,3.939
2016-07-24,0.1,1.3501
2016-07-24,1,1.7004
2016-07-24,3,9.7823
2016-07-24,4,4.6717
2016-07-24,5,6.2513
2016-07-24,6,9.2649
2016-07-24,7,5.8158
2016-07-24,8,8.8869
2016-07-24,9,8.8239
2016-07-24,9.2,10.6818
2016-07-25,0.1,1.004
2016-07-25,1,1.524
2016-07-25,2,2.6447
2016-07-25,3,4.6626
2016-07-25,4,4.2682
2016-07-25,5,3.762
2016-07-25,6,5.9589
2016-07-25,7,6.7229
2016-07-25,8,9.9608
2016-07-25,9,5.7095
2016-07-25,9.2,9.6405
2016-07-26,0.1,1.0385
2016-07-26,1,1.6522
2016-07-26,2,2.0277
2016-07-26,3,5.9186
2016-07-26,4,4.793
2016-07-26,5,4.479
2016-07-26,7,8.244
2016-07-26,8,6.7998
2016-07-26,9,6.7829
2016-07-26,9.2,6.7117
2016-07-28,0.1,2.4069
2016-07-28,1,2.4712
2016-07-28,2,2.8871
2016-07-28,3,3.5192
2016-07-28,4,4.2152
2016-07-28,5,3.5893
2016-07-28,6,2.4249
2016-07-28,7,7.2173
2016-07-28,8,6.2152
2016-07-28,9,5.5566
2016-07-28,9.2,6.0006
2016-08-01,0.1,1.0246
2016-08-01,1,1.2149
2016-08-01,2,2.5133
2016-08-01,3,2.5256
2016-08-01,4,2.555
2016-08-01,5,1.3744
2016-08-01,6,4.3145
2016-08-01,7,2.989
2016-08-01,8,2.8279
2016-08-01,9,1.8805
2016-08-01,9.2,2.3988
2016-08-08,0.1,2.9908
2016-08-08,1,2.8487
2016-08-08,2,3.0529
2016-08-08,3,3.12
2016-08-08,4,3.8165
2016-08-08,5,15.3114
2016-08-08,6,2.1581
2016-08-11,0.1,1.5385
2016-08-11,1,1.7917
2016-08-11,2,2.5564
2016-08-11,3,4.439
2016-08-11,4,2.2281
2016-08-11,5,17.4979
2016-08-11,6,1.4488
2016-08-15,0.1,1.5004
2016-08-15,1,1.5275
2016-08-15,2,1.8505
2016-08-15,3,4.4256
2016-08-15,4,6.0951
2016-08-15,5,11.7049
2016-08-15,6,2.2212
2016-08-18,0.1,2.6939
2016-08-18,1,2.7516
2016-08-18,2,2.8358
2016-08-18,3,5.7691
2016-08-18,4,8.4783
2016-08-18,5,7.6332
2016-08-18,6,1.1141
2016-08-23,0.1,3.9763
2016-08-23,1,4.1844
2016-08-23,2,4.8907
2016-08-23,3,7.4372
2016-08-23,4,9.4067
2016-08-23,5,6.0726
2016-08-23,6,1.7738
2016-08-26,0.1,2.5347
2016-08-26,1,4.4324
2016-08-26,2,5.1307
2016-08-26,3,11.6456
2016-08-26,4,10.6299
2016-08-26,5,3.1905
2016-08-26,6,1.3138
2016-09-02,0.1,3.2354
2016-09-02,1,4.5569
2016-09-02,2,5.247
2016-09-02,3,8.3463
2016-09-02,4,7.3105
2016-09-02,5,2.6899
2016-09-02,6,1.4091
2016-09-06,0.1,2.2
2016-09-06,1,3.0359
2016-09-06,2,3.8099
2016-09-06,3,6.3888
2016-09-06,4,4.6639
2016-09-06,5,3.1325
2016-09-06,6,1.6379
2016-09-09,0.1,1.5613
2016-09-09,1,2.7449
2016-09-09,2,3.4219
2016-09-09,3,17.0086
2016-09-09,4,9.0509
2016-09-09,5,4.7387
2016-09-09,6,1.6245
2016-09-16,0.1,0.2101
2016-09-16,1,4.7981
2016-09-16,2,5.4247
2016-09-16,3,20.6571
2016-09-16,4,7.4376
2016-09-16,5,3.8547
2016-09-16,6,2.3834
2016-09-17,0.1,4.0676
2016-09-17,1,7.3606
2016-09-17,2,8.8731
2016-09-17,3,10.4895
2016-09-17,4,4.0906
2016-09-17,5,2.4423
2016-09-17,6,1.9972
2016-09-17,7,0.7936
2016-09-27,0.1,8.9701
2016-09-27,1,4.2662
2016-09-27,2,4.048
2016-09-27,3,3.4799
2016-09-27,4,2.491
2016-09-27,5,3.1905
2016-09-27,6,1.0379
2016-09-27,7,0.5705
2016-09-27,8,0.505
2016-09-27,9,0.5411
2016-09-27,9.2,0.5565
2016-09-30,0.1,4.4914
2016-09-30,1,4.8032
2016-09-30,2,3.0908
2016-09-30,3,2.5814
2016-09-30,4,1.3624
2016-09-30,5,1.6415
2016-09-30,6,1.574
2016-09-30,7,0.7433
2016-09-30,8,0.7512
2016-09-30,9,0.732
2016-09-30,9.2,0.7686
2016-10-05,0.1,3.1792
2016-10-05,1,3.9498
2016-10-05,2,3.1285
2016-10-05,3,1.9356
2016-10-05,4,1.3808
2016-10-05,5,1.1506
2016-10-05,6,0.834
2016-10-05,7,1.5345
2016-10-05,8,0.7494
2016-10-05,9,0.4956
2016-10-05,9.2,0.4785
2016-10-06,0.1,2.7344
2016-10-06,1,2.7668
2016-10-06,2,2.8496
2016-10-06,3,2.7992
2016-10-06,4,2.5572
2016-10-06,5,2.1993
2016-10-06,6,0.9955
2016-10-06,7,0.8795
2016-10-06,8,3.0352
2016-10-06,9,0.9535
2016-10-06,9.2,1.0909
2016-10-07,0.1,3.3572
2016-10-07,1,3.2963
2016-10-07,2,3.4739
2016-10-07,3,3.3318
2016-10-07,4,2.2952
2016-10-07,5,1.7351
2016-10-07,6,1.4178
2016-10-07,7,1.2138
2016-10-07,8,1.1957
2016-10-07,9,1.0907
2016-10-07,9.2,1.0282
2016-10-11,0.1,2.0682
2016-10-11,1,2.7095
2016-10-11,2,2.5836
2016-10-11,3,2.3238
2016-10-11,4,2.4034
2016-10-11,5,1.7231
2016-10-11,6,1.4385
2016-10-11,7,1.4349
2016-10-11,8,1.3831
2016-10-11,9,1.3996
2016-10-11,9.2,1.4258
2016-10-14,0.1,2.1606
2016-10-14,1,2.2491
2016-10-14,2,2.1525
2016-10-14,3,2.0914
2016-10-14,4,2.177
2016-10-14,5,1.9439
2016-10-14,6,1.5977
2016-10-14,7,1.6138
2016-10-14,8,1.5328
2016-10-14,9,1.5235
2016-10-14,9.2,1.4535
2016-11-04,0.1,1.785
2016-11-04,1,1.8556
2016-11-04,2,1.9654
2016-11-04,3,1.991
2016-11-04,4,2.1382
2016-11-04,5,1.7912
2016-11-04,6,1.3814
2016-11-04,7,1.1893
2016-11-04,8,1.0247
2016-11-04,9,1.0889
2016-11-04,9.2,1.1334
2016-11-11,0.1,2.566
2016-11-11,1,2.5986
2016-11-11,2,2.9093
2016-11-11,3,3.2713
2016-11-11,4,3.053
2016-11-11,5,2.4304
2016-11-11,6,2.5008
2016-11-11,7,2.4785
2016-11-11,8,2.4917
2016-11-11,9,2.3225
2016-11-11,9.2,2.3351
2016-12-02,0.1,2.0907
2016-12-02,1,1.9431
2016-12-02,2,2.9276
2016-12-02,3,3.7803
2016-12-02,4,4.0251
2016-12-02,5,3.8749
2016-12-02,6,3.8343
2016-12-02,7,3.7475
2016-12-02,8,2.9672
2016-12-02,9,3.4802
2016-12-02,9.2,3.5608
2017-03-12,0.1,2.3547
2017-03-12,1,1.8773
2017-03-12,2,3.7714
2017-03-12,3,5.1819
2017-03-12,4,6.6515
2017-03-12,5,7.7986
2017-03-12,6,8.1606
2017-03-12,7,8.3803
2017-03-12,8,8.5356
2017-03-12,9,8.9417
2017-03-12,9.2,9.188
2017-03-26,0.1,1.8498
2017-03-26,1,2.5961
2017-03-26,2,5.3356
2017-03-26,3,10.2758
2017-03-26,4,8.7938
2017-03-26,5,7.3892
2017-03-26,6,6.4438
2017-03-26,7,6.8049
2017-03-26,8,7.3871
2017-03-26,9,8.3502
2017-03-26,9.2,8.4627
2017-04-09,0.1,0.7564
2017-04-09,1,1.5167
2017-04-09,2,2.9732
2017-04-09,3,4.6388
2017-04-09,4,5.0499
2017-04-09,5,7.455
2017-04-09,6,8.3991
2017-04-09,7,9.2086
2017-04-09,8,9.5606
2017-04-09,9,9.8474
2017-04-09,9.2,10.2207
2017-04-16,0.1,1.6078
2017-04-16,1,1.7341
2017-04-16,2,2.6149
2017-04-16,3,4.9003
2017-04-16,4,6.7433
2017-04-16,5,9.2693
2017-04-16,6,10.8491
2017-04-16,7,11.2201
2017-04-16,8,11.3277
2017-04-16,9,11.0419
2017-04-16,9.2,11.2026
2017-04-23,0.1,1.4945
2017-04-23,1,1.6527
2017-04-23,2,2.829
2017-04-23,3,4.0744
2017-04-23,4,5.7358
2017-04-23,5,8.8883
2017-04-23,6,8.9676
2017-04-23,7,12.1514
2017-04-23,8,11.4795
2017-04-23,9,11.7974
2017-04-23,9.2,12.2879
2017-04-30,0.1,0.9039
2017-04-30,1,0.973
2017-04-30,2,1.3681
2017-04-30,3,5.9496
2017-04-30,4,7.0044
2017-04-30,5,10.7695
2017-04-30,6,9.1481
2017-04-30,7,10.2341
2017-04-30,8,9.4986
2017-04-30,9,9.7957
2017-04-30,9.2,8.6507
2017-05-04,0.1,0.8216
2017-05-04,1,1.1159
2017-05-04,2,1.4152
