Reservoir,Site,DateTime,Depth_m,Temp_C,DO_mgL,DOSat,Cond_uScm,PAR_umolm2s,ORP_mV,pH,Flag_Temp,Flag_DO,Flag_DOSat,Flag_Cond,Flag_PAR,Flag_ORP,Flag_pH
BVR,50,NA,2,29.8,7.24,NA,31.7,151.2,151.6,7.51,0,0,1,0,0,0,0
BVR,50,NA,2,26.3,6.29,NA,31.5,NA,77.9,6.7,0,0,1,0,1,0,0
BVR,50,NA,2,25.6,7.55,NA,31.2,87.2,154.7,7.1,0,0,1,0,0,0,0
BVR,50,NA,2,26.9,7.97,NA,31.5,34.9,402.7,6.79,0,0,1,0,0,0,0
BVR,50,NA,2,25.8,6.31,NA,31.3,12.55,115.1,7.17,0,0,1,0,0,0,0
BVR,50,NA,2,24.6,7.98,NA,31.6,29.4,128.1,7.83,0,0,1,0,0,0,0
BVR,50,NA,2,22.3,6.7,NA,30.7,61.6,231.8,6.79,0,0,1,0,0,0,0
BVR,50,NA,2,17.3,7.37,NA,29.1,NA,235,6.53,0,0,1,0,1,0,0
BVR,50,NA,2,14.9,8.01,NA,30.4,NA,115.6,6.59,0,0,1,0,1,0,0
BVR,50,NA,2,12.7,7.9,NA,31.1,NA,238,6.61,0,0,1,0,1,0,0
BVR,50,NA,2,NA,NA,NA,NA,32.27,NA,NA,1,1,1,1,0,1,1
BVR,50,NA,2,NA,NA,NA,NA,42.1,NA,NA,1,1,1,1,0,1,1
BVR,50,NA,2,17.5,9.23,104.4,NA,147.3,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,15.6,9.09,97.6,25.9,50.72,218.8,NA,0,0,0,0,0,0,1
BVR,50,NA,2,21.1,8.9,106.5,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,19.1,9.22,107.8,NA,34.5,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,22.1,9.02,110.3,NA,59,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,22.1,9.37,114.2,NA,136.5,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,21,9.15,109.8,NA,14.1,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,23.6,9.9,NA,NA,20.21,NA,NA,0,0,1,1,0,1,1
BVR,50,NA,2,25.6,8.94,116.2,NA,19.61,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,23.7,9.1,114.5,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,25.9,8.5,111.5,NA,19.1,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,27.4,8.82,117.3,NA,19.8,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,28.6,9.03,124,NA,15.91,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,26.4,7.91,104.5,NA,4.51,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,24.9,7.73,98.7,NA,11.21,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,24.4,7.3,92.2,NA,14.64,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,25.5,8.01,104.9,NA,7.75,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,26.1,8.32,109.8,NA,6.31,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,20.2,8.25,98.1,NA,4.49,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,19.1,7.88,90.8,NA,15.91,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,19.2,8.85,100.7,NA,17.23,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,18.1,8.33,94.1,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,18.9,8.3,94.7,NA,2.58,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,12.5,7.59,76.2,NA,0.2,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,15.7,10.59,105.8,NA,119,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,19.8,9.93,107.7,NA,38.56,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,21.3,10.27,114.6,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,20.9,9.97,110.9,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,22.6,9.33,109.9,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,23.6,9.2,108,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,23.7,9.57,111.8,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,27.3,9.15,115.3,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,24,10.3,121.2,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,25.4,14.42,173,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,26.1,12.21,148.3,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,26.2,9.03,110.1,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,24.9,9.43,112.2,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,24.8,8.14,96.1,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,26.5,8.93,110,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,26.2,10.72,131.8,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,23.7,8.41,98.8,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,27.2,8.78,108.8,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,23.3,9.94,115.5,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1
BVR,50,NA,2,16,7.74,77,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,8.2,10.2,86,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,13,11.94,112.5,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,15.8,10.82,107.4,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,19.2,9.13,98.6,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,22.7,10.18,116.1,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,26,8.3,102.1,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,23.5,9.3,108.4,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,21.7,8.37,95,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,25.6,8.88,108.3,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,23,7.92,90.6,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,15.3,8.85,88,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,15.3,8.8,88,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,NA,NA,NA,NA,NA,NA,7.91,1,1,1,1,1,1,0
BVR,50,NA,2,NA,NA,NA,NA,NA,NA,7.69,1,1,1,1,1,1,0
BVR,50,NA,2,NA,NA,NA,NA,NA,NA,7.38,1,1,1,1,1,1,0
BVR,50,NA,2,NA,NA,NA,NA,NA,NA,7.37,1,1,1,1,1,1,0
BVR,50,NA,2,NA,NA,NA,NA,59.79,NA,7.6,1,1,1,1,0,1,0
BVR,50,NA,2,NA,NA,NA,NA,NA,NA,7.53,1,1,1,1,1,1,0
BVR,50,NA,2,NA,NA,NA,NA,NA,NA,7.44,1,1,1,1,1,1,0
BVR,50,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1
BVR,50,NA,2,NA,NA,NA,NA,100,NA,NA,1,1,1,1,0,1,1
BVR,50,NA,2,NA,NA,NA,NA,43.6,NA,7.34,1,1,1,1,0,1,0
BVR,50,NA,2,NA,NA,NA,NA,21.45,NA,7.17,1,1,1,1,0,1,0
BVR,50,NA,2,22.3,7.39,90.4,27.8,NA,NA,7.17,0,0,0,0,1,1,0
BVR,50,NA,2,NA,NA,NA,NA,400,NA,7.13,1,1,1,1,0,1,0
BVR,50,NA,2,24.4,6.36,81.2,28.2,NA,NA,7.13,0,0,0,0,1,1,0
BVR,50,NA,2,NA,NA,NA,NA,157.9,NA,6.53,1,1,1,1,0,1,0
BVR,50,NA,2,27.4,8.2,NA,28.5,157.9,NA,6.53,0,0,1,0,0,1,0
BVR,50,NA,2,27.4,8.2,NA,28.5,157.9,NA,6.53,0,0,1,0,0,1,0
BVR,50,NA,2,27.2,8.24,NA,28.7,83,NA,6.67,0,0,1,0,0,1,0
BVR,50,NA,2,27.2,8.24,NA,28.7,83,NA,6.67,0,0,1,0,0,1,0
BVR,50,NA,2,28.2,8.15,NA,28.5,8.8,NA,6.64,0,0,1,0,0,1,0
BVR,50,NA,2,28.2,8.15,NA,28.5,8.8,NA,6.64,0,0,1,0,0,1,0
BVR,50,NA,2,27.9,6.17,NA,28.4,0,NA,7.21,0,0,1,0,0,1,0
BVR,50,NA,2,27.9,6.17,NA,28.4,0,NA,7.21,0,0,1,0,0,1,0
BVR,50,NA,2,27.5,6.12,NA,28.5,0,NA,7.1,0,0,1,0,0,1,0
BVR,50,NA,2,27.5,6.12,NA,28.5,0,NA,7.1,0,0,1,0,0,1,0
BVR,50,NA,2,27.3,5.9,NA,28.5,0,NA,7.12,0,0,1,0,0,1,0
BVR,50,NA,2,27.3,5.9,NA,28.5,0,NA,7.12,0,0,1,0,0,1,0
BVR,50,NA,2,26.9,5.71,NA,28.5,19.2,NA,7,0,0,1,0,0,1,0
BVR,50,NA,2,26.9,5.71,NA,28.5,19.2,NA,7,0,0,1,0,0,1,0
BVR,50,NA,2,26.9,6.64,NA,28.4,266,NA,7.07,0,0,1,0,0,1,0
BVR,50,NA,2,26.9,6.64,NA,28.4,266,NA,7.07,0,0,1,0,0,1,0
BVR,50,NA,2,27.2,6.51,NA,28.4,341,NA,6.91,0,0,1,0,0,1,0
BVR,50,NA,2,27.2,6.51,NA,28.4,341,NA,6.91,0,0,1,0,0,1,0
BVR,50,NA,2,NA,NA,NA,NA,120,NA,7.08,1,1,1,1,0,1,0
BVR,50,NA,2,26.5,6.65,87.6,29.6,NA,NA,7.08,0,0,0,0,1,1,0
BVR,50,NA,2,NA,NA,NA,NA,NA,NA,7.03,1,1,1,1,1,1,0
BVR,50,NA,2,25.3,6.82,88.8,29.5,160,NA,7.03,0,0,0,0,0,1,0
BVR,50,NA,2,25.3,6.82,88.8,29.5,160,NA,7.03,0,0,0,0,0,1,0
BVR,50,NA,2,NA,NA,NA,NA,200,NA,7.19,1,1,1,1,0,1,0
BVR,50,NA,2,NA,NA,NA,NA,31.01,NA,NA,1,1,1,1,0,1,1
BVR,50,NA,2,NA,NA,NA,NA,284.7,NA,7.27,1,1,1,1,0,1,0
BVR,50,NA,2,27.7,6.73,91.2,29.7,NA,NA,7.27,0,0,0,0,1,1,0
BVR,50,NA,2,NA,NA,NA,NA,59.2,NA,7.28,1,1,1,1,0,1,0
BVR,50,NA,2,25.5,6.3,84.7,30.3,NA,NA,7.28,0,0,0,0,1,1,0
BVR,50,NA,2,NA,NA,NA,NA,402.6,NA,7.38,1,1,1,1,0,1,0
BVR,50,NA,2,26.2,NA,NA,30.4,NA,NA,7.38,0,1,1,0,1,1,0
BVR,50,NA,2,NA,NA,NA,NA,NA,NA,7.31,1,1,1,1,1,1,0
BVR,50,NA,2,26,NA,NA,31.3,402.6,NA,7.31,0,1,1,0,0,1,0
BVR,50,NA,2,NA,NA,NA,NA,36,NA,NA,1,1,1,1,0,1,1
BVR,50,NA,2,NA,NA,NA,NA,36,NA,NA,1,1,1,1,0,1,1
BVR,50,NA,2,NA,NA,NA,NA,36,NA,NA,1,1,1,1,0,1,1
BVR,50,NA,2,NA,NA,NA,NA,208.1,NA,6.7,1,1,1,1,0,1,0
BVR,50,NA,2,11.4,9.65,NA,26.7,184.5,186.2,7.34,0,0,1,0,0,0,0
BVR,50,NA,2,11.4,9.65,93.4,26.7,184.5,186.2,7.34,0,0,0,0,0,0,0
BVR,50,NA,2,14.5,10.36,NA,27.2,303.1,224.9,7.49,0,0,1,0,0,0,0
BVR,50,NA,2,19.5,8.83,NA,29.1,52.57,311.4,7.21,0,0,1,0,0,0,0
BVR,50,NA,2,19,8.26,NA,29.1,31.11,342.5,7.16,0,0,1,0,0,0,0
BVR,50,NA,2,16.6,7.91,NA,30.1,34.45,230.1,7.19,0,0,1,0,0,0,0
BVR,50,NA,2,18.7,9.01,NA,29.7,49,213.1,7.32,0,0,1,0,0,0,0
BVR,50,NA,2,20.7,9.4,NA,31.7,75.05,229.6,7.17,0,0,1,0,0,0,0
BVR,50,NA,2,21,9.42,NA,32,127.21,125.9,7.44,0,0,1,0,0,0,0
BVR,50,NA,2,21.5,9.46,NA,32.1,362.9,112.5,7.1,0,0,1,0,0,0,0
BVR,50,NA,2,22.7,8.75,NA,31.7,438,30.3,7.16,0,0,1,0,0,0,0
BVR,50,NA,2,24.2,8.07,NA,32,311,114.6,7.27,0,0,1,0,0,0,0
BVR,50,NA,2,23.9,10.45,NA,32.2,NA,162.1,6.84,0,0,1,0,1,0,0
BVR,50,NA,2,24.1,8.47,NA,31.8,NA,132.1,7.42,0,0,1,0,1,0,0
BVR,50,NA,2,24.9,7.52,NA,30.3,37.48,191.1,7.28,0,0,1,0,0,0,0
BVR,50,NA,2,24.8,8.44,NA,31.4,191.5,152.1,7.55,0,0,1,0,0,0,0
BVR,50,NA,2,25.3,7.77,NA,31.1,150,130,7.21,0,0,1,0,0,0,0
BVR,50,NA,2,27,7.32,NA,31.2,134.2,187.3,6.14,0,0,1,0,0,0,0
BVR,50,NA,2,27.5,6.91,NA,31.8,140,129.5,7.41,0,0,1,0,0,0,0
BVR,50,NA,2,28.7,8.13,NA,31.9,72,171.7,7.66,0,0,1,0,0,0,0
BVR,50,NA,2,29.8,7.24,NA,31.7,151.2,151.6,7.51,0,0,1,0,0,0,0
BVR,50,NA,2,26.3,6.29,NA,31.5,NA,77.9,6.7,0,0,1,0,1,0,0
BVR,50,NA,2,25.6,7.55,NA,31.2,87.2,154.7,7.1,0,0,1,0,0,0,0
BVR,50,NA,2,26.9,7.97,NA,31.5,34.9,402.7,6.79,0,0,1,0,0,0,0
BVR,50,NA,2,25.8,6.31,NA,31.3,12.55,115.1,7.17,0,0,1,0,0,0,0
BVR,50,NA,2,24.6,7.98,NA,31.6,29.4,128.1,7.83,0,0,1,0,0,0,0
BVR,50,NA,2,22.3,6.7,NA,30.7,61.6,231.8,6.79,0,0,1,0,0,0,0
BVR,50,NA,2,17.3,7.37,NA,29.1,NA,235,6.53,0,0,1,0,1,0,0
BVR,50,NA,2,14.9,8.01,NA,30.4,NA,115.6,6.59,0,0,1,0,1,0,0
BVR,50,NA,2,12.7,7.9,NA,31.1,NA,238,6.61,0,0,1,0,1,0,0
BVR,50,NA,2,NA,NA,NA,NA,32.27,NA,NA,1,1,1,1,0,1,1
BVR,50,NA,2,NA,NA,NA,NA,42.1,NA,NA,1,1,1,1,0,1,1
BVR,50,NA,2,17.5,9.23,104.4,NA,147.3,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,15.6,9.09,97.6,25.9,50.72,218.8,NA,0,0,0,0,0,0,1
BVR,50,NA,2,21.1,8.9,106.5,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,19.1,9.22,107.8,NA,34.5,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,22.1,9.02,110.3,NA,59,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,22.1,9.37,114.2,NA,136.5,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,21,9.15,109.8,NA,14.1,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,23.6,9.9,NA,NA,20.21,NA,NA,0,0,1,1,0,1,1
BVR,50,NA,2,25.6,8.94,116.2,NA,19.61,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,23.7,9.1,114.5,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,25.9,8.5,111.5,NA,19.1,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,27.4,8.82,117.3,NA,19.8,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,28.6,9.03,124,NA,15.91,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,26.4,7.91,104.5,NA,4.51,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,24.9,7.73,98.7,NA,11.21,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,24.4,7.3,92.2,NA,14.64,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,25.5,8.01,104.9,NA,7.75,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,26.1,8.32,109.8,NA,6.31,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,20.2,8.25,98.1,NA,4.49,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,19.1,7.88,90.8,NA,15.91,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,19.2,8.85,100.7,NA,17.23,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,18.1,8.33,94.1,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,18.9,8.3,94.7,NA,2.58,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,12.5,7.59,76.2,NA,0.2,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,15.7,10.59,105.8,NA,119,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,19.8,9.93,107.7,NA,38.56,NA,NA,0,0,0,1,0,1,1
BVR,50,NA,2,21.3,10.27,114.6,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,20.9,9.97,110.9,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,22.6,9.33,109.9,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,23.6,9.2,108,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,23.7,9.57,111.8,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,27.3,9.15,115.3,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,24,10.3,121.2,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,25.4,14.42,173,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,26.1,12.21,148.3,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,26.2,9.03,110.1,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,24.9,9.43,112.2,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,24.8,8.14,96.1,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,26.5,8.93,110,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,26.2,10.72,131.8,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,23.7,8.41,98.8,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,27.2,8.78,108.8,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,23.3,9.94,115.5,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1
BVR,50,NA,2,16,7.74,77,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,8.2,10.2,86,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,13,11.94,112.5,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,13,11.94,112.5,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,15.8,10.82,107.4,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,15.8,10.82,107.4,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,19.2,9.13,98.6,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,19.2,9.13,98.6,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,22.7,10.18,116.1,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,22.7,10.18,116.1,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,26,8.3,102.1,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,26,8.3,102.1,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,23.5,9.3,108.4,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,23.5,9.3,108.4,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,21.7,8.37,95,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,21.7,8.37,95,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,25.6,8.88,108.3,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,25.6,8.88,108.3,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,23,7.92,90.6,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,23,7.92,90.6,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,15.3,8.85,88,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,15.3,8.85,88,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,15.3,8.8,88,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2,15.3,8.8,88,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2.5,11.4,9.62,NA,26.7,NA,186.9,7.33,0,0,1,0,1,0,0
BVR,50,NA,2.5,11.4,9.62,93.1,26.7,NA,186.9,7.33,0,0,0,0,1,0,0
BVR,50,NA,2.5,13.9,10.37,NA,27.2,NA,227.2,7.47,0,0,1,0,1,0,0
BVR,50,NA,2.5,19.4,8.81,NA,29.1,NA,310.6,7.2,0,0,1,0,1,0,0
BVR,50,NA,2.5,22.8,7.73,88.1,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2.5,11.4,9.62,NA,26.7,NA,186.9,7.33,0,0,1,0,1,0,0
BVR,50,NA,2.5,11.4,9.62,93.1,26.7,NA,186.9,7.33,0,0,0,0,1,0,0
BVR,50,NA,2.5,13.9,10.37,NA,27.2,NA,227.2,7.47,0,0,1,0,1,0,0
BVR,50,NA,2.5,19.4,8.81,NA,29.1,NA,310.6,7.2,0,0,1,0,1,0,0
BVR,50,NA,2.5,22.8,7.73,88.1,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2.5,22.8,7.73,88.1,NA,NA,NA,NA,0,0,0,1,1,1,1
BVR,50,NA,2.8,NA,NA,NA,NA,37.8,NA,NA,1,1,1,1,0,1,1
BVR,50,NA,2.8,NA,NA,NA,NA,37.8,NA,NA,1,1,1,1,0,1,1
BVR,50,NA,3,NA,NA,NA,NA,NA,NA,7.65,1,1,1,1,1,1,0
BVR,50,NA,3,NA,NA,NA,NA,NA,NA,7.35,1,1,1,1,1,1,0
BVR,50,NA,3,NA,NA,NA,NA,NA,NA,7.33,1,1,1,1,1,1,0
BVR,50,NA,3,NA,NA,NA,NA,44.12,NA,7.49,1,1,1,1,0,1,0
BVR,50,NA,3,NA,NA,NA,NA,NA,NA,7.45,1,1,1,1,1,1,0
BVR,50,NA,3,NA,NA,NA,NA,NA,NA,7.39,1,1,1,1,1,1,0
BVR,50,NA,3,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1
BVR,50,NA,3,NA,NA,NA,NA,70,NA,NA,1,1,1,1,0,1,1
BVR,50,NA,3,NA,NA,NA,NA,43,NA,7.36,1,1,1,1,0,1,0
BVR,50,NA,3,NA,NA,NA,NA,13.42,NA,7.18,1,1,1,1,0,1,0
BVR,50,NA,3,22.3,7.05,86.6,27.8,NA,NA,7.18,0,0,0,0,1,1,0
BVR,50,NA,3,NA,NA,NA,NA,250,NA,7.02,1,1,1,1,0,1,0
BVR,50,NA,3,24,6,76.3,28.3,NA,NA,7.02,0,0,0,0,1,1,0
BVR,50,NA,3,NA,NA,NA,NA,156.5,NA,6.44,1,1,1,1,0,1,0
BVR,50,NA,3,26.1,8.68,NA,29.1,156.5,NA,6.44,0,0,1,0,0,1,0
BVR,50,NA,3,26.1,8.68,NA,29.1,156.5,NA,6.44,0,0,1,0,0,1,0
BVR,50,NA,3,25.8,9.11,NA,29.6,50,NA,6.54,0,0,1,0,0,1,0
BVR,50,NA,3,25.8,9.11,NA,29.6,50,NA,6.54,0,0,1,0,0,1,0
BVR,50,NA,3,26.6,7.38,NA,28.9,6.7,NA,6.54,0,0,1,0,0,1,0
BVR,50,NA,3,26.6,7.38,NA,28.9,6.7,NA,6.54,0,0,1,0,0,1,0
BVR,50,NA,3,26.5,6.65,NA,29.1,0,NA,7.15,0,0,1,0,0,1,0
BVR,50,NA,3,26.5,6.65,NA,29.1,0,NA,7.15,0,0,1,0,0,1,0
BVR,50,NA,3,27.4,6.12,NA,28.5,0,NA,7.09,0,0,1,0,0,1,0
BVR,50,NA,3,27.4,6.12,NA,28.5,0,NA,7.09,0,0,1,0,0,1,0
BVR,50,NA,3,26.8,6.02,NA,28.7,0,NA,7.12,0,0,1,0,0,1,0
BVR,50,NA,3,26.8,6.02,NA,28.7,0,NA,7.12,0,0,1,0,0,1,0
BVR,50,NA,3,26.8,6.04,NA,28.5,12.22,NA,7.04,0,0,1,0,0,1,0
BVR,50,NA,3,26.8,6.04,NA,28.5,12.22,NA,7.04,0,0,1,0,0,1,0
BVR,50,NA,3,26.8,6.42,NA,28.4,179,NA,7.04,0,0,1,0,0,1,0
BVR,50,NA,3,26.8,6.42,NA,28.4,179,NA,7.04,0,0,1,0,0,1,0
BVR,50,NA,3,27.1,6.3,NA,28.4,227,NA,6.91,0,0,1,0,0,1,0
BVR,50,NA,3,27.1,6.3,NA,28.4,227,NA,6.91,0,0,1,0,0,1,0
BVR,50,NA,3,NA,NA,NA,NA,85,NA,6.81,1,1,1,1,0,1,0
BVR,50,NA,3,23,6.7,83.1,30.7,NA,NA,6.81,0,0,0,0,1,1,0
BVR,50,NA,3,NA,NA,NA,NA,NA,NA,7.06,1,1,1,1,1,1,0
BVR,50,NA,3,25.2,6.71,87.2,29.6,80,NA,7.06,0,0,0,0,0,1,0
BVR,50,NA,3,25.2,6.71,87.2,29.6,80,NA,7.06,0,0,0,0,0,1,0
BVR,50,NA,3,NA,NA,NA,NA,100,NA,7.06,1,1,1,1,0,1,0
BVR,50,NA,3,NA,NA,NA,NA,15.09,NA,NA,1,1,1,1,0,1,1
BVR,50,NA,3,NA,NA,NA,NA,137.9,NA,7.32,1,1,1,1,0,1,0
BVR,50,NA,3,27.6,6.79,92.3,29.7,NA,NA,7.32,0,0,0,0,1,1,0
BVR,50,NA,3,NA,NA,NA,NA,31.41,NA,7.23,1,1,1,1,0,1,0
BVR,50,NA,3,25.4,6.29,83.2,30.3,NA,NA,7.23,0,0,0,0,1,1,0
BVR,50,NA,3,NA,NA,NA,NA,218.1,NA,7.36,1,1,1,1,0,1,0
BVR,50,NA,3,26.2,NA,NA,30.5,NA,NA,7.36,0,1,1,0,1,1,0
BVR,50,NA,3,NA,NA,NA,NA,NA,NA,7.2,1,1,1,1,1,1,0
BVR,50,NA,3,25.4,NA,NA,31.4,218.1,NA,7.2,0,1,1,0,0,1,0
BVR,50,NA,3,NA,NA,NA,NA,44,NA,NA,1,1,1,1,0,1,1
BVR,50,NA,3,NA,NA,NA,NA,44,NA,NA,1,1,1,1,0,1,1
